instrumentid,Water use,Climate change,Land Use Transformation,Terrestial ecotoxicity,Trop. Ozone Formation (eco),Freshwater ecotoxicity,Terrestrial acidification,Marine ecotoxicity,Freshwater eutrophication,Marine eutrophication
C-000494,95.83485271929378,91.24312519835834,30.093634819713312,98.24783391701635,95.21057940362105,98.18053543460165,95.61793258525783,97.67343158176264,0.0,68.74599725616156
C-000495,96.5446536816679,98.98990862678549,78.24073202760088,95.9431042173296,98.98990173061594,95.35104462424476,98.98990003866021,95.95713790759913,97.98425550476483,90.87064515495169
C-0004A,96.41634492877421,69.69468109746117,91.09944121154129,83.61846179169028,59.50553032644693,81.36510116968753,75.9494467894293,74.93652073744894,0.0,26.530425620288995
C-0004C0,52.91315675999966,76.280065075226,85.0425615018258,58.58043026234054,80.14447414469875,79.69126537231126,75.70242956391884,76.95867275261611,0.0,84.83741612510352
C-0004C1,63.95846266681521,69.92011775457925,61.94790412551768,72.24924813736922,66.10357241865792,54.21440180272443,78.67908389761855,59.59405163854543,0.0,42.20876654070488
C-0004T3,81.09429604252111,67.47814128479462,0.0,59.610858212463526,70.9452605525421,35.16107772089186,69.6014008142172,56.69945433859801,0.0,27.301468154303222
C-0004W3,63.75927662971599,84.62395246715647,88.15074311921872,93.09684870359126,84.19569884622324,91.44439119313424,86.81912120453005,89.34611307849879,0.0,93.13435630900528
C-0004Y1,38.13984616919671,64.61010471223634,31.31166028378603,33.947610333089976,67.47006751778653,68.14163859946134,59.4432438476919,63.394217822139666,0.0,78.86735953562656
C-00050,57.703125876062934,95.01969667519424,36.74512893316897,80.08380585496305,97.58920866893112,95.75714974143195,94.03159123040513,95.0752413959537,0.0,96.6302864977799
C-000531,7.47868841197216,20.166289086139855,0.0,11.78194689097208,18.64422116082681,15.581443824527419,16.616660590468566,12.604408898914986,0.0,33.85312031177944
C-000542,74.82366675216693,80.39807383256394,67.9855873389257,81.99271523215593,78.39995310715454,68.79352456483441,86.18557563392581,73.68995429893394,0.0,58.37488623433361
C-000544,84.69648962870109,71.8959103480673,0.0,64.5627630740652,74.93792916207694,40.89271798560376,73.23421249285576,62.61830889247364,0.0,33.4241739961422
C-00056A,73.78621203674473,79.53506533109753,67.48886298640075,81.26158006812533,77.30150787917432,67.66363910179643,85.32960187163204,72.47644551296311,0.0,56.918305160687325
C-000587,50.63038949042527,26.43968841410992,61.53960257043089,40.60181001444976,27.363612127352955,28.02328951452428,26.4099677063744,32.09879199899876,0.0,31.690045807922363
C-0005A3,52.649844044492426,30.76129104113813,68.62736039372963,44.9748963028748,50.7129975567802,33.457275886616664,55.3409392591601,37.833373229128256,0.0,70.37515346133515
C-0005D6,57.60716498467513,40.982913369141926,72.75207074000369,51.99078000155044,58.87332619677894,42.18504872172099,62.61977754549106,48.27105232893109,0.0,76.99643944035887
C-0005F6,83.05571876769821,92.21468629022846,72.8919768987011,84.29768076373523,93.02004815110539,87.91756231192858,91.38817983124446,87.67956975607586,0.0,87.19268171246762
C-0005Q7,27.728290142678013,55.51232888536124,49.82413564312428,31.084665684480832,51.70991598598367,50.15501825420825,45.27961027591484,48.01857078293183,0.0,58.92410567977584
C-0005U3,23.865820548315952,64.5213524162237,81.54944951561652,29.380768766121516,71.58117176273883,71.60506577240855,62.728447093393356,66.69668306112955,0.0,70.70430963445025
C-0005U8,13.886163936143541,50.74506091665128,0.0,32.80513809424275,42.254977817200626,38.44267137016192,38.18436644649538,31.997927578399715,0.0,63.77024914982522
C-0005W,87.64724068734957,68.35198090245164,84.38607826657926,85.44728747717039,68.71266950005935,86.20341156372842,71.28748356925138,79.47010920244409,0.0,73.99746942670075
C-000652,69.88465715502605,94.31536865809323,90.31827609760622,93.09567232184807,95.64364413560189,94.97469003934505,93.18016977033004,94.17941910553684,0.0,93.10885863614746
C-0006C3,93.77359350054518,95.9617265758292,97.79196566115637,95.97334591931985,97.40717075872509,96.627950503755,95.52409916779384,95.70525584107682,0.0,93.946078685756
C-0006G1,64.83200161372693,61.808039599975636,48.61527200427158,85.92698278806157,63.44393880528655,86.94010773858405,68.41856337178288,78.56827869748551,0.0,58.41583944476867
C-0006G3,69.51950297116794,45.444679596629314,43.76901541936465,70.53081796405262,42.1750223762609,53.51379997941525,38.93804870132854,51.01851074420482,0.0,28.982180504292764
C-0006J2,38.088121987306295,92.60632034196873,50.21515402200305,44.96831340682771,94.63742528430386,78.63416327549496,89.34595755077099,75.7032341702025,0.0,94.25631789912066
C-0006L2,2.9781383738846796,43.45760508112666,30.187139855446144,31.15041020949783,43.537415297911075,46.25296016997667,37.65239603512948,44.60357026588507,0.0,67.87452346850287
C-0006L3,59.11664206916274,90.29396603239161,94.04683745767932,87.5836981204052,92.71778298342738,92.73040329674868,87.54688003621082,92.11276854859581,0.0,92.96315866458403
C-0006L4,77.52431175879676,72.23358359951749,48.747721675359124,73.01544638997558,73.24090190304769,61.7516556144375,64.8539352784424,64.09120828558154,0.0,60.92936342793804
C-0006O2,71.28279534167763,89.02883675647001,75.51406149789578,82.47204426066548,90.1948053308687,82.69573457628596,86.64238518330403,85.20238209540817,0.0,75.72626020595779
C-0006T3,98.88157311440034,83.92104734972385,74.47683518011847,85.9384531673158,77.83644914265577,75.08053476861201,95.72062478725475,77.24593458736541,0.0,98.98990844795566
C-0006U3,95.46253958587569,65.05353799588408,89.33931083913697,80.89413671232877,55.50137501889496,77.87681225203336,72.53716774380489,70.56751558393628,0.0,22.618148275164348
C-0006X,51.94452468917158,30.61240858219213,63.18110522862085,33.65356852962807,31.113459109092418,34.458343172076106,26.46754413127013,27.672992225959792,0.0,35.163624515770934
C-0006Y,61.66494285883346,67.21721511424646,60.64163305612396,69.65950063551885,63.21859223518742,51.05675733820894,76.57839503096375,56.326503594046194,0.0,39.93026460105806
C-00070,47.264552929476075,20.198487930770735,64.65454254103692,37.629148573488884,41.25454589633196,22.885097895345133,46.91665795778502,27.69039268999869,0.0,61.08041921055454
C-000712,0.8516670008630467,20.707501458094402,28.673235771763018,16.35299062661578,23.33180728478608,25.29506495928529,19.43342070262577,24.09257773234215,0.0,48.20362350019313
C-000730,11.387058388812537,24.477053718822496,0.0,16.670040400429297,20.88598698166642,17.153067244379006,18.694611714890407,14.499139071273595,0.0,40.57146612674808
C-000731,11.978992999519932,37.30071194696668,0.0,20.62173796024193,35.37063129078273,29.881868231338814,31.37208604842487,25.889273154626174,0.0,46.93247256298597
C-000760,62.490591096822335,8.63990841727228,43.693950367221,39.6617209665122,13.45936960211864,31.038018985846715,30.522710311389496,19.223164805481364,0.0,1.9490983376677788
C-000761,89.71528168368992,52.78007446785724,54.02232146682636,81.16438711949613,49.441657391412235,78.46988102284361,73.76017915554523,71.0016019220158,0.0,26.017358390076073
C-000790,99.48595347377555,94.11443783992496,90.34324803302079,92.39088375567985,95.2129736573298,91.72391611554583,94.91299600457899,92.43159833033174,0.0,94.91053521465487
C-0007A,74.98850533272989,80.5437282495077,68.06118081300987,82.09770317816741,78.61571925566506,69.0419729805274,86.32534412394051,73.87775296237061,0.0,58.61912639006036
C-0007D1,14.357842208177319,40.34925207392042,0.0,26.90745590903803,34.42023046620453,29.713980174217603,31.340471666576985,25.638429428784086,0.0,54.21815999073999
C-0007F,60.127797207735014,90.1578378657823,89.03504486490942,98.13644657010283,93.7802505034167,96.6363969508272,94.93671491625823,98.9899993615987,0.0,61.2415487959346
C-0007H2,2.0023503630721526,32.757736317999814,29.535343222322485,24.347412642598304,34.84162306836367,37.568025631726975,29.215982138502167,35.01560032516657,0.0,59.85958747080748
C-0007I2,2.0238881929596766,33.005424333272096,29.544446311596968,24.449337644586716,35.02930516403679,37.74054738999888,29.38346481544399,35.24731092701904,0.0,60.004474089628076
C-0007I3,42.81174703394524,30.231568692159343,62.66428385819835,50.63379125606902,28.334552919015017,42.27624329118679,45.40347747923029,32.82330091167112,0.0,12.784216035135648
C-0007L1,92.94104987289121,98.00084744597814,70.31302312241152,93.83775459186894,98.18780488619558,92.12552875397418,97.79387008274833,93.54481059998338,0.0,78.51007250551524
C-0007M2,99.37776822127137,98.35306556760843,54.33858385471958,99.04894935806387,98.14011387517517,98.99172231246827,98.98990340860514,98.99062826883518,0.0,86.20783733029852
C-0007Q0,1.842478081014521,32.65252650323395,29.022476370780186,23.940347402439144,35.07805464595997,37.53968677151681,29.33779101330825,34.51247222540595,0.0,59.37676679253385
C-0007S2,74.62824460411525,57.93637958809102,44.02656517287245,76.36627739789675,53.47997132533526,62.92349367428668,49.28334051949569,60.89363060600685,0.0,53.809669942900825
C-0007T2,34.49941136071665,72.94989678672343,85.46764739554827,77.47840799378766,61.75358281440032,71.7006677019316,74.91789840896652,69.62734023664343,0.0,72.75538047135498
C-0008,51.94724557197077,66.84103337325837,0.0,67.75442847967015,75.953253400897,71.30137079374492,60.257784789187895,66.49778356619817,0.0,74.67370532519891
C-000841,34.89426357627095,72.11067270602615,61.36957355269447,65.60627902985026,70.21163938075532,76.99612266121437,64.51595339655223,72.15038427186715,0.0,86.83857741023417
C-00085,97.75964149994579,91.02061111259181,99.03761632005089,84.4392592766465,85.80249976412782,88.20972264082232,98.30235948960248,86.84971785204955,99.08317736265806,98.99020679528232
C-000893,66.79904802038652,88.36207387204915,38.31595939955344,78.1806192602152,87.65957371536702,87.09726115834219,83.15285705796033,86.54240328515112,0.0,90.44785392113248
C-0008A4,49.45351705346679,45.10064098774051,31.673804857375316,46.00900991905231,48.53399831502139,47.05805146817252,41.19027781816427,42.921140275837175,0.0,35.75115222657218
C-0008A6,12.98234491808559,44.614073347285284,0.0,28.658422552455203,37.060437903226294,32.36714518572506,33.12484070530694,26.676123684867875,0.0,58.88226660130751
C-0008B8,51.236366986310564,42.79905294060552,0.0,49.320369981258125,48.05762245156533,48.37098385712865,41.24545137152123,43.53089840821192,0.0,28.43733368976608
C-0008D8,77.08204951111682,76.05511969250992,54.690896579796465,91.04292918459028,77.77777777777777,92.61680211825714,79.81287694938484,88.66958354608234,0.0,74.52460225770903
C-0008E1,90.34547919686901,72.13694071544734,97.40456217898256,53.7796955949401,72.00557967533577,73.78613931176594,66.49034507116804,70.22338145112086,0.0,85.75595455114036
C-0008G8,54.28989340800096,34.52245919501067,70.1066697852506,47.56329224273458,53.765526105925375,37.09960964828337,58.062166629795406,41.33867884842302,0.0,73.19072923504443
C-0008J2,15.099607005473207,14.67047838320211,35.485242934406344,7.223693593842749,15.632914552876919,14.721008080471046,13.06339209927508,12.847070069043825,0.0,22.776993004403145
C-0008M7,83.44051275402752,70.26507234436822,95.03157561054769,71.42522089993206,78.8626599451999,70.63304928491424,77.8541689908313,73.21157573661759,0.0,88.34889715608779
C-0008T1,98.56037794883487,90.75685718211204,80.62097952592475,90.26503583951862,89.79168773680729,85.18324253426259,96.22063510192314,88.18120831236706,0.0,98.89871330833874
C-0008V8,63.66177294464903,80.24984145591137,0.0,72.18044840604941,81.13559660826722,56.9452717285906,78.58758677054347,68.64466896923787,0.0,45.46332747029626
C-0008V9,99.19318078697174,97.97297874302926,52.04078428779116,99.02320103507397,97.77491916390802,98.9910077732324,98.4300101455794,98.99022101241565,0.0,83.32514341343578
C-0008X3,76.33477770105067,91.98746831707686,98.38509828993577,76.93585466079122,90.22416963382527,80.8072557424034,83.74124473643683,81.10602083002001,0.0,89.686771334917
C-0008Y2,98.21706400758188,90.13397966261607,0.0,97.07556281026694,95.2959521131808,97.68835898339255,92.08679063621588,98.99015937226899,0.0,96.18223565979267
C-000900,75.49958197341921,59.608983443699,0.0,52.34168858530327,63.557860961737674,25.958084917623143,63.897349807728396,47.195483439811994,0.0,18.612014525294015
C-000904,7.351732036777254,18.59933938304203,0.0,9.86086454421717,18.668893085698794,15.44093117677865,16.538131323348697,12.8185853616133,0.0,30.21010008851977
C-000914,90.36055009975826,97.42119116362281,85.9876816543309,97.40515586152954,95.9721294951415,96.1722519890913,97.15320786092695,98.17158026975098,0.0,63.66567091654489
C-000920,41.02563751305081,25.06224397153759,0.0,25.927241184956795,30.661419930278488,24.402898474703147,22.475703170157647,23.299792429458133,0.0,18.11400364985712
C-000940,57.047962339712335,32.66632609795707,66.74486298252236,39.29884530293768,37.17662964101586,42.075766273380346,31.923402881191254,34.26450619730659,0.0,37.774808973780765
C-000954,16.176388883951155,18.142267706489456,37.75099742276643,8.612412789147545,19.264504565388904,17.429805284964214,15.907982067504973,15.601219896863409,0.0,25.252028810286763
C-000960,28.327388003269093,21.614289455538167,57.54492382469514,16.63007981964552,15.543071826679922,10.186049659733618,13.813208324727277,15.023440182845288,0.0,22.17679508470355
C-000964,42.4518381333275,30.214280241259328,41.797175019313514,16.82018763929943,26.673297507249572,14.093853110311375,27.796843646302694,14.530704919163046,0.0,23.702441172702606
C-000965,69.09087494107698,72.1629572076368,93.41576410537957,87.32760401751408,69.84214545724782,87.62445900591291,79.85268914904321,83.39548112946164,0.0,52.52812105595319
C-000966,54.96124544365782,29.453559096408295,65.44310056034756,36.38404804297335,33.31162088668616,39.364935075281245,28.27198972865586,30.924245043070425,0.0,34.62109832954422
C-000974,47.896542140352075,57.74854956472559,0.0,44.56318658208859,62.99471003755512,64.02093885343537,54.462991895415456,58.90945494782055,0.0,48.622233036468735
C-000982,78.9202481753998,64.58276021999605,41.02360380271148,56.38084734946558,67.98245337681249,31.85752027807565,67.02442569399638,52.845492725431455,0.0,29.76307347802787
C-000992,62.6397810953309,37.27376855069174,0.0,66.80474714868487,37.24422500681065,50.448015575993935,35.89701796769434,44.89162845889486,0.0,31.3428281084545
C-000996,80.80500361517849,56.97146005995172,42.51699390951737,64.67127321590375,51.08320856600985,62.923907963603895,61.61207939153693,49.332328638774925,0.0,46.720912390976025
C-0009A2,79.6806705163191,65.44408632928968,0.0,57.696200592885475,69.18658836407644,32.7375649301721,68.16106800808696,54.41468045388484,0.0,24.73667574931046
C-0009B4,85.68775578270315,95.87557971107198,64.3320094118755,92.47384650752545,95.75367903975513,95.81338939747343,93.62293495109529,94.70830147643154,0.0,97.36722677723803
C-0009C,78.58514373409433,94.00512532418087,70.94914143585038,94.17585999447749,91.06169227621785,93.16669515817148,92.8034392716329,94.82663161845281,0.0,94.53792315676615
C-0009C0,64.92697006540271,59.96859005151338,51.83752104799504,68.17843340746657,61.401418070037174,63.84094262423332,52.308537289106916,71.62081223329558,0.0,43.08518825112635
C-0009F0,50.2201424005534,78.87885166558895,89.08429599599148,83.89020364860752,77.15989383722484,87.73403316809744,71.43016415256612,84.02262854991797,0.0,90.02827101738586
C-0009G1,22.680093528644647,13.893088720128635,49.50401498799507,10.103938779747413,10.134827409110644,5.15214620988266,9.293480151125836,8.10572878575466,0.0,8.91079376306762
C-0009H3,49.67640109734634,41.812303302383775,0.0,47.14213924714267,47.35895562625655,47.33579591748002,40.66576047636604,42.25997039761069,0.0,27.39349780498947
C-0009I0,28.380570269708414,3.6116134953916865,0.0,4.143486902954563,3.2337668625427316,3.994625833740839,3.166355775677185,2.9358627502142483,0.0,10.581203494787173
C-0009J,99.58838116908917,83.85344916805686,99.02017649807323,85.58268890728463,74.2459436541299,88.09331328623148,93.16362921522816,84.42040977776834,99.10375487965567,98.5312159768386
C-0009J3,12.149876402038203,29.955343903129705,0.0,19.550221794027003,25.69637751056275,21.467541868139413,22.800398214845117,18.165541055574266,0.0,44.3580067734095
C-0009J5,70.92061586359655,76.89989296361817,66.19298311062597,78.96422737018527,74.19955887636138,63.74930217477749,83.88016684398715,69.31399861237342,0.0,52.23041167403459
C-0009L4,68.08750972196059,97.2618419736177,87.50052151640921,97.28194430213152,94.44218272298393,95.50056307032905,96.11873892925638,98.21849383806766,0.0,63.091422828833174
C-0009M1,77.37059107539164,62.657753588351724,73.60046153114558,63.015136734768916,67.76361550687409,54.93399688440688,67.66278867540943,61.09872378767343,0.0,75.32436630234167
C-0009M3,87.47748078246053,45.56222379072523,74.08097486490264,70.1948247357384,42.81218709020339,63.90137441101748,63.759127741481215,56.8088089273129,0.0,41.45068075015852
C-0009O0,62.504231004251174,32.91659088569627,40.03712267542471,62.3384858861151,31.65302812505923,43.30047869873203,28.841925797835383,39.72037162415411,0.0,17.195492036238193
C-0009P4,82.70373739054133,70.35025247813141,41.44044438307882,65.51757251895938,73.45548917246664,45.889056715338924,70.88837417340305,62.24710093096807,0.0,38.35656540626582
C-0009Q5,99.14511476856933,97.54531181983896,51.167530683013084,99.01649624841632,97.47025686682976,98.99082170934246,98.2733075646309,98.99011496405635,0.0,81.93565878447362
C-0009T,61.00864332079574,54.88025701594733,94.87033501326546,88.65661934083474,54.71384331101859,90.06247063095255,51.50232589000956,86.22329198329126,0.0,73.0957305192302
C-0009U,11.606270959106112,6.79676597347276,31.931013034466186,3.027203608280384,8.513049340663553,8.686138674276382,6.89195097518067,7.0857465108264375,0.0,14.141157521315542
C-0009V,72.77655811607397,56.2848050830233,52.35386932545211,50.534641358952335,60.60109837488884,30.801070758965672,61.08213441945767,45.465323809538525,0.0,31.988373026241156
C-0009V2,79.43741940557527,65.06701947348202,0.0,57.277667664160134,68.78822638309543,32.32201650462624,67.80800373211787,53.8714182515682,0.0,24.514884200197777
C-0009W,46.96142785327922,48.326263863042044,0.0,43.319276501914324,54.56911168650049,55.12153612832058,46.6812417660821,49.07002705750283,0.0,38.466456374859675
C-0009W3,32.97887474617479,11.512960513463108,0.0,9.312683006454897,8.083570822451314,7.540627628369426,7.475372473352928,7.0088085062621746,0.0,20.81278810071081
C-0009W4,2.9481486163777775,44.03399561895503,29.593123244570613,30.680602291630894,45.460610342573325,47.13773915402166,39.24384456700894,44.96307401734268,0.0,68.05539478270065
C-0009X,17.466534347911892,3.983721272061725,43.83750404506385,3.2324796692640314,3.816005315510771,1.0923308655070647,3.492288639037637,3.162754641021612,0.0,1.9187396846846032
C-0009X1,34.82832798929553,17.97921374352047,47.12386333865484,31.453972596692736,19.964144218633347,25.546336436806698,17.38012356705695,49.13331143637779,0.0,19.239152383458247
C-0009X3,23.11530274255073,25.40209460010921,39.386239633136206,14.470272015978969,16.549783045113973,10.152472537440186,15.770533424248692,12.778724640034248,0.0,22.744320013669697
C-0009X5,48.8259520137558,63.287234771535836,0.0,62.89660434444645,72.2064000349591,67.14331289723941,56.84304580878455,62.225165725209955,0.0,70.98563146356703
C-0009Y,64.34683568471154,73.47434454757605,39.56471026505805,73.25414098771216,65.99925309151979,59.73821771559754,74.67647872845697,64.51735805023563,0.0,57.46769737916736
C-0009Y1,56.504472739799084,25.5789948068621,0.0,58.82625708396164,27.064576879074938,41.07692344355166,26.27831475445529,34.461321362183284,0.0,18.59497200898148
C-0009Y2,8.565360070509419,20.725595515893396,0.0,12.091145107905115,20.237346809417648,16.475516409925742,17.73587499578282,13.846141796271539,0.0,33.76273655803357
C-0009Y4,10.812320190996457,34.9248710501001,0.0,22.366195655779023,28.274180373731,23.661863648112515,24.924357415184698,19.450771646475726,0.0,50.01701929071045
C-000C,34.91081778030469,29.118175944980983,0.0,17.926213405769957,19.193157173928547,14.765864144312266,18.546411338736334,15.519031581739986,0.0,38.084064861114314
C-0010,19.52687119741783,28.633153982654356,45.96482066852893,33.56214179625259,31.746034558853182,28.89454044030439,18.947503712185156,49.12501030443333,0.0,35.29319025271721
C-00100,31.29304441107788,49.53913675396129,67.30304358946157,27.398942055990936,42.982420760072806,37.99947167011134,38.26403492508953,35.847639985375814,0.0,50.04008993790712
C-00102B,52.554791040496006,34.10031015675749,62.642717863560634,43.20463419755587,26.264566330516136,22.712771319953898,27.3116331379017,33.134335506476184,0.0,30.787930971755927
C-0010MK,2.322493167417442,38.929613324895875,27.62303134231522,26.84988344229369,41.987816604206756,43.19434075607544,35.80199453453822,39.7426074426125,0.0,63.73457466643354
C-0010TL,85.6451565672694,89.73010669823219,0.0,68.44201815288842,87.1424089828923,49.23619970592525,80.93479938240341,65.92226193169216,0.0,58.505256739793786
C-0010XQ,80.73747411579227,72.8195290396341,30.37661790045415,96.99983643217294,72.31836494042018,95.01890082887098,96.00292781183643,93.61688414922361,0.0,66.07061446564366
C-00118K,58.43511462340783,73.87743889159213,0.0,75.79138078568958,82.22188468386977,78.17832029225946,67.19612328994093,74.67686567591954,0.0,79.98275968405974
C-0011AL,7.821487068994706,16.516280619581003,0.0,10.401274584109869,15.521462511850098,13.131329916771298,14.205572847392112,10.981488229741784,0.0,30.457352279052397
C-0011DE,68.7928631303951,40.75880548204508,64.46144809941362,67.9663102025248,38.77167651002277,49.7115196596655,38.4383713655768,51.31425115658031,0.0,26.103652738410787
C-0011DJ,81.91751812189592,72.89893366426749,84.14068679935961,69.71756380251449,72.08827565282935,76.49978480456444,64.73925054056001,72.65373350610145,0.0,74.67660397409331
C-0011HN,79.74443293574342,76.04727761569423,46.81801455616282,80.18391862905911,77.99311633018213,77.3774621823954,67.76394550777107,77.1687700427581,0.0,56.72007101912304
C-0011M,79.30189694658648,66.12948900082036,52.425827093973666,83.83486667495454,68.6629676568429,75.84055428651352,65.23663987725946,76.22500420775167,0.0,53.83845312987038
C-0011MF,72.14302330527543,78.03621278300568,51.40124635977148,64.97356513134379,72.80357068845571,60.23894191099467,70.05240808672181,62.63246310723852,0.0,65.2326257510918
C-0011Q,63.15435791527473,56.0065585590702,0.0,63.13113636849938,56.435455360436514,58.068552209131916,49.7196535222999,53.83179844226233,0.0,56.73055035217776
C-00129K,42.89622874348013,79.80179125366857,0.0,65.11101743584076,78.55326344444985,49.373757675730786,74.44295114303424,60.030005028741506,0.0,41.88938029381677
C-0012BD,72.97309011652476,62.715328193297125,47.70961049642786,75.01972148199708,62.35735633367538,66.90776540609443,55.31343833960474,65.41323778098253,0.0,44.66866980217199
C-0012RG,46.3242660568561,25.309827672747005,0.0,26.685962605104713,24.165927616782405,21.095084869404584,20.840269835372496,15.800581978517775,0.0,41.319100329117916
C-0014,51.53693930078459,65.23281748498655,0.0,67.10118257266979,75.20162166499708,70.43395005573359,59.122200165583784,65.46362898696738,0.0,73.76213187201863
C-0014M9,12.757161124825206,12.3508334187449,32.38384479735102,6.21167335625412,12.956511459019469,11.72525970105973,11.221338122941901,10.04774042028629,0.0,21.021074405368754
C-0014R8,28.789683613051707,12.031538186604184,0.0,8.157330047381192,7.720524399027134,7.157502151410703,7.354445008667673,7.053553959571995,0.0,20.479434683105232
C-001970,36.767341075188114,61.45944347531132,86.8969499320888,57.35496019639497,60.830636435681384,51.20600574334442,65.28242012990896,53.690366915008156,0.0,49.93511943066656
C-0019B2,5.5177506845536,12.485268630665718,0.0,8.513172225631568,10.342108881968548,9.706226005535704,9.092516069494868,7.251691267379917,0.0,28.259921685064498
C-001A,28.386067407677036,11.064057879533548,0.0,7.607504653001063,7.247251059867346,6.821286486376567,6.878462167439632,6.6725800840512175,0.0,19.267650532904504
C-001X,91.6297658819164,81.03894961575789,31.488675925258942,75.55555466748788,83.55058743735711,54.93146609663144,81.69177062321495,74.89198940089892,0.0,47.11239344112753
